source,Hearing #,Date,Hearing/Report,Year,Congress,Type,Committee1,Committee2,Category1
Closed Briefing: Intelligence Matters,,2017-06-29T00:00:00,Closed Briefing: Intelligence Matters,2017,115,Hearing,216,,8
Closed Briefing: Intelligence Matters,,2017-07-11T00:00:00,Closed Briefing: Intelligence Matters,2017,115,Hearing,216,,8
Closed Briefing: Intelligence Matters,,2017-07-13T00:00:00,Closed Briefing: Intelligence Matters,2017,115,Hearing,216,,8
Closed Briefing: Intelligence Matters,,2017-07-18T00:00:00,Closed Briefing: Intelligence Matters,2017,115,Hearing,216,,8
Closed Briefing: Intelligence Matters,,2017-07-19T00:00:00,Closed Briefing: Intelligence Matters,2017,115,Hearing,216,,8
Closed Briefing: Intelligence Matters,,2017-07-20T00:00:00,Closed Briefing: Intelligence Matters,2017,115,Hearing,216,,8
Closed Briefing: Intelligence Matters,,2017-07-25T00:00:00,Closed Briefing: Intelligence Matters,2017,115,Hearing,216,,8
Closed Briefing: Intelligence Matters,,2017-07-27T00:00:00,Closed Briefing: Intelligence Matters,2017,115,Hearing,216,,8
Closed Briefing: Intelligence Matters,,2017-09-07T00:00:00,Closed Briefing: Intelligence Matters,2017,115,Hearing,216,,8
Closed Briefing: Intelligence Matters,,2017-09-12T00:00:00,Closed Briefing: Intelligence Matters,2017,115,Hearing,216,,8
Closed Briefing: Intelligence Matters,,2017-09-19T00:00:00,Closed Briefing: Intelligence Matters,2017,115,Hearing,216,,8
Closed Briefing: Intelligence Matters,,2017-09-26T00:00:00,Closed Briefing: Intelligence Matters,2017,115,Hearing,216,,8
Closed Briefing: Intelligence Matters,,2017-09-27T00:00:00,Closed Briefing: Intelligence Matters,2017,115,Hearing,216,,8
Closed Briefing: Intelligence Matters,,2017-10-03T00:00:00,Closed Briefing: Intelligence Matters,2017,115,Hearing,216,,8
Closed Briefing: Intelligence Matters,,2017-10-04T00:00:00,Closed Briefing: Intelligence Matters,2017,115,Hearing,216,,8
Closed Briefing: Intelligence Matters,,2017-10-05T00:00:00,Closed Briefing: Intelligence Matters,2017,115,Hearing,216,,8
Closed Briefing: Intelligence Matters,,2017-10-24T00:00:00,Closed Briefing: Intelligence Matters,2017,115,Hearing,216,,8
Closed Briefing: Intelligence Matters,,2017-10-26T00:00:00,Closed Briefing: Intelligence Matters,2017,115,Hearing,216,,8
Closed Briefing: Intelligence Matters,,2017-10-31T00:00:00,Closed Briefing: Intelligence Matters,2017,115,Hearing,216,,8
Closed Briefing: Intelligence Matters,,2017-11-02T00:00:00,Closed Briefing: Intelligence Matters,2017,115,Hearing,216,,8
Closed Briefing: Intelligence Matters,,2017-11-07T00:00:00,Closed Briefing: Intelligence Matters,2017,115,Hearing,216,,8
Closed Briefing: Intelligence Matters,,2017-11-14T00:00:00,Closed Briefing: Intelligence Matters,2017,115,Hearing,216,,8
Closed Briefing: Intelligence Matters,,2017-11-16T00:00:00,Closed Briefing: Intelligence Matters,2017,115,Hearing,216,,8
Closed Briefing: Intelligence Matters,,2017-11-28T00:00:00,Closed Briefing: Intelligence Matters,2017,115,Hearing,216,,8
Closed Briefing: Intelligence Matters,,2017-11-29T00:00:00,Closed Briefing: Intelligence Matters,2017,115,Hearing,216,,8
Closed Briefing: Intelligence Matters,,2017-11-30T00:00:00,Closed Briefing: Intelligence Matters,2017,115,Hearing,216,,8
Closed Briefing: Intelligence Matters,,2017-12-05T00:00:00,Closed Briefing: Intelligence Matters,2017,115,Hearing,216,,8
Closed Briefing: Intelligence Matters,,2017-12-07T00:00:00,Closed Briefing: Intelligence Matters,2017,115,Hearing,216,,8
Closed Briefing: Intelligence Matters,,2017-12-12T00:00:00,Closed Briefing: Intelligence Matters,2017,115,Hearing,216,,8
Closed Briefing: Intelligence Matters,,2017-12-14T00:00:00,Closed Briefing: Intelligence Matters,2017,115,Hearing,216,,8
Closed Briefing: Intelligence Matters,,2018-01-09T00:00:00,Closed Briefing: Intelligence Matters,2018,115,Hearing,216,,8
Closed Briefing: Intelligence Matters,,2018-01-11T00:00:00,Closed Briefing: Intelligence Matters,2018,115,Hearing,216,,8
Closed Briefing: Intelligence Matters,,2018-01-18T00:00:00,Closed Briefing: Intelligence Matters,2018,115,Hearing,216,,8
Closed Briefing: Intelligence Matters,,2018-01-23T00:00:00,Closed Briefing: Intelligence Matters,2018,115,Hearing,216,,8
Closed Briefing: Intelligence Matters,,2018-01-30T00:00:00,Closed Briefing: Intelligence Matters,2018,115,Hearing,216,,8
Closed Briefing: Intelligence Matters,,2018-02-06T00:00:00,Closed Briefing: Intelligence Matters,2018,115,Hearing,216,,8
Closed Briefing: Intelligence Matters,,2018-02-08T00:00:00,Closed Briefing: Intelligence Matters,2018,115,Hearing,216,,8
Closed Briefing: Intelligence Matters,,2018-02-13T00:00:00,Closed Briefing: Intelligence Matters,2018,115,Hearing,216,,8
Closed Briefing: Intelligence Matters,,2018-02-15T00:00:00,Closed Briefing: Intelligence Matters,2018,115,Hearing,216,,8
Closed Briefing: Intelligence Matters,,2018-02-27T00:00:00,Closed Briefing: Intelligence Matters,2018,115,Hearing,216,,8
Closed Briefing: Intelligence Matters,,2018-03-01T00:00:00,Closed Briefing: Intelligence Matters,2018,115,Hearing,216,,8
Closed Briefing: Intelligence Matters,,2018-03-06T00:00:00,Closed Briefing: Intelligence Matters,2018,115,Hearing,216,,8
Closed Briefing: Intelligence Matters,,2018-03-08T00:00:00,Closed Briefing: Intelligence Matters,2018,115,Hearing,216,,8
Closed Briefing: Intelligence Matters,,2018-03-13T00:00:00,Closed Briefing: Intelligence Matters,2018,115,Hearing,216,,8
Closed Briefing: Intelligence Matters,,2018-03-20T00:00:00,Closed Briefing: Intelligence Matters,2018,115,Hearing,216,,8
Closed Briefing: Intelligence Matters,,2018-03-22T00:00:00,Closed Briefing: Intelligence Matters,2018,115,Hearing,216,,8
Closed Briefing: Intelligence Matters,,2018-04-10T00:00:00,Closed Briefing: Intelligence Matters,2018,115,Hearing,216,,8
Closed Briefing: Intelligence Matters,,2018-04-12T00:00:00,Closed Briefing: Intelligence Matters,2018,115,Hearing,216,,8
Closed Briefing: Intelligence Matters,,2018-04-19T00:00:00,Closed Briefing: Intelligence Matters,2018,115,Hearing,216,,8
Closed Briefing: Intelligence Matters,,2018-04-24T00:00:00,Closed Briefing: Intelligence Matters,2018,115,Hearing,216,,8
Closed Briefing: Intelligence Matters,,2018-04-26T00:00:00,Closed Briefing: Intelligence Matters,2018,115,Hearing,216,,8
Closed Briefing: Intelligence Matters,,2018-05-08T00:00:00,Closed Briefing: Intelligence Matters,2018,115,Hearing,216,,8
Closed Briefing: Intelligence Matters,,2018-05-09T00:00:00,Closed Briefing: Intelligence Matters,2018,115,Hearing,216,,8
Closed Briefing: Intelligence Matters,,2018-05-22T00:00:00,Closed Briefing: Intelligence Matters,2018,115,Hearing,216,,8
Closed Briefing: Intelligence Matters,,2018-06-05T00:00:00,Closed Briefing: Intelligence Matters,2018,115,Hearing,216,,8
Closed Briefing: Intelligence Matters,,2018-06-07T00:00:00,Closed Briefing: Intelligence Matters,2018,115,Hearing,216,,8
Closed Briefing: Intelligence Matters,,2018-06-14T00:00:00,Closed Briefing: Intelligence Matters,2018,115,Hearing,216,,8
Closed Briefing: Intelligence Matters,,2018-06-19T00:00:00,Closed Briefing: Intelligence Matters,2018,115,Hearing,216,,8
Closed Briefing: Intelligence Matters,,2018-06-20T00:00:00,Closed Briefing: Intelligence Matters,2018,115,Hearing,216,,8
Closed Briefing: Intelligence Matters,,2018-06-26T00:00:00,Closed Briefing: Intelligence Matters,2018,115,Hearing,216,,8
Closed Briefing: Intelligence Matters,,2018-06-27T00:00:00,Closed Briefing: Intelligence Matters,2018,115,Hearing,216,,8
Closed Briefing: Intelligence Matters,,2018-07-11T00:00:00,Closed Briefing: Intelligence Matters,2018,115,Hearing,216,,8
Closed Briefing: Intelligence Matters,,2018-07-12T00:00:00,Closed Briefing: Intelligence Matters,2018,115,Hearing,216,,8
Closed Briefing: Intelligence Matters,,2018-07-24T00:00:00,Closed Briefing: Intelligence Matters,2018,115,Hearing,216,,8
Closed Briefing: Intelligence Matters,,2018-07-26T00:00:00,Closed Briefing: Intelligence Matters,2018,115,Hearing,216,,8
Closed Briefing: Intelligence Matters,,2018-07-31T00:00:00,Closed Briefing: Intelligence Matters,2018,115,Hearing,216,,8
Closed Briefing: Intelligence Matters,,2018-08-16T00:00:00,Closed Briefing: Intelligence Matters,2018,115,Hearing,216,,8
Closed Briefing: Intelligence Matters,,2018-08-21T00:00:00,Closed Briefing: Intelligence Matters,2018,115,Hearing,216,,8
Closed Briefing: Intelligence Matters -- Postponed,,2011-05-03T00:00:00,Closed Briefing: Intelligence Matters -- Postponed,2011,112,Postponed,216,,10
Closed Business Meeting,,2009-01-28T00:00:00,Closed Business Meeting,2009,111,Meeting,216,,9
Closed Business Meeting,,2009-02-11T00:00:00,Closed Business Meeting,2009,111,Meeting,216,,9
Closed Business Meeting,,2009-02-24T00:00:00,Closed Business Meeting,2009,111,Meeting,216,,9
Closed Business Meeting,,2010-02-04T00:00:00,Closed Business Meeting,2010,111,Meeting,216,,9
Closed Business Meeting,,2010-03-09T00:00:00,Closed Business Meeting,2010,111,Meeting,216,,9
Closed Business Meeting,,2010-03-16T00:00:00,Closed Business Meeting,2010,111,Meeting,216,,9
Closed Business Meeting,,2010-07-29T00:00:00,Closed Business Meeting,2010,111,Meeting,216,,9
Closed Business Meeting,,2011-02-15T00:00:00,Closed Business Meeting,2011,112,Meeting,216,,9
Closed Business Meeting,,2011-03-17T00:00:00,Closed Business Meeting,2011,112,Meeting,216,,9
Closed Business Meeting,,2011-08-01T00:00:00,Closed Business Meeting,2011,112,Meeting,216,,9
Closed Business Meeting,,2012-12-13T00:00:00,Closed Business Meeting,2012,112,Meeting,216,,9
Closed Business Meeting,,2014-03-06T00:00:00,Closed Business Meeting,2014,113,Meeting,216,,9
Closed Executive Session to vote on whether to submit to the Senate the committee’s report on the IRS handling of tax exempt status under Internal Revenue Code 501 (c)(4).,,2015-08-05T00:00:00,Closed Executive Session to vote on whether to submit to the Senate the committee’s report on the IRS handling of tax exempt status under Internal Revenue Code 501 (c)(4).,2015,114,Meeting,211,,9
Closed Hearing: Intelligence Matters,,2009-01-29T00:00:00,Closed Hearing: Intelligence Matters,2009,111,Hearing,216,,8
Closed Hearing: Intelligence Matters,,2009-02-10T00:00:00,Closed Hearing: Intelligence Matters,2009,111,Hearing,216,,8
Closed Hearing: Intelligence Matters,,2009-03-03T00:00:00,Closed Hearing: Intelligence Matters,2009,111,Hearing,216,,8
Closed Hearing: Intelligence Matters,,2009-03-05T00:00:00,Closed Hearing: Intelligence Matters,2009,111,Hearing,216,,8
Closed Hearing: Intelligence Matters,,2009-03-12T00:00:00,Closed Hearing: Intelligence Matters,2009,111,Hearing,216,,8
Closed Hearing: Intelligence Matters,,2009-03-17T00:00:00,Closed Hearing: Intelligence Matters,2009,111,Hearing,216,,8
Closed Hearing: Intelligence Matters,,2009-03-19T00:00:00,Closed Hearing: Intelligence Matters,2009,111,Hearing,216,,8
Closed Hearing: Intelligence Matters,,2009-03-24T00:00:00,Closed Hearing: Intelligence Matters,2009,111,Hearing,216,,8
Closed Hearing: Intelligence Matters,,2009-03-31T00:00:00,Closed Hearing: Intelligence Matters,2009,111,Hearing,216,,8
Closed Hearing: Intelligence Matters,,2009-04-21T00:00:00,Closed Hearing: Intelligence Matters,2009,111,Hearing,216,,8
Closed Hearing: Intelligence Matters,,2009-04-23T00:00:00,Closed Hearing: Intelligence Matters,2009,111,Hearing,216,,8
Closed Hearing: Intelligence Matters,,2009-04-28T00:00:00,Closed Hearing: Intelligence Matters,2009,111,Hearing,216,,8
Closed Hearing: Intelligence Matters,,2009-04-30T00:00:00,Closed Hearing: Intelligence Matters,2009,111,Hearing,216,,8
Closed Hearing: Intelligence Matters,,2009-05-05T00:00:00,Closed Hearing: Intelligence Matters,2009,111,Hearing,216,,8
Closed Hearing: Intelligence Matters,,2009-05-12T00:00:00,Closed Hearing: Intelligence Matters,2009,111,Hearing,216,,8
Closed Hearing: Intelligence Matters,,2009-05-14T00:00:00,Closed Hearing: Intelligence Matters,2009,111,Hearing,216,,8
Closed Hearing: Intelligence Matters,,2009-05-19T00:00:00,Closed Hearing: Intelligence Matters,2009,111,Hearing,216,,8
Closed Hearing: Intelligence Matters,,2009-06-02T00:00:00,Closed Hearing: Intelligence Matters,2009,111,Hearing,216,,8
Closed Hearing: Intelligence Matters,,2009-06-09T00:00:00,Closed Hearing: Intelligence Matters,2009,111,Hearing,216,,8
Closed Hearing: Intelligence Matters,,2009-06-11T00:00:00,Closed Hearing: Intelligence Matters,2009,111,Hearing,216,,8
Closed Hearing: Intelligence Matters,,2009-06-16T00:00:00,Closed Hearing: Intelligence Matters,2009,111,Hearing,216,,8
Closed Hearing: Intelligence Matters,,2009-06-18T00:00:00,Closed Hearing: Intelligence Matters,2009,111,Hearing,216,,8
Closed Hearing: Intelligence Matters,,2009-06-23T00:00:00,Closed Hearing: Intelligence Matters,2009,111,Hearing,216,,8
Closed Hearing: Intelligence Matters,,2009-07-21T00:00:00,Closed Hearing: Intelligence Matters,2009,111,Hearing,216,,8
Closed Hearing: Intelligence Matters,,2009-07-23T00:00:00,Closed Hearing: Intelligence Matters,2009,111,Hearing,216,,8
Closed Hearing: Intelligence Matters,,2009-07-28T00:00:00,Closed Hearing: Intelligence Matters,2009,111,Hearing,216,,8
Closed Hearing: Intelligence Matters,,2009-09-22T00:00:00,Closed Hearing: Intelligence Matters,2009,111,Hearing,216,,8
Closed Hearing: Intelligence Matters,,2009-09-24T00:00:00,Closed Hearing: Intelligence Matters,2009,111,Hearing,216,,8
Closed Hearing: Intelligence Matters,,2009-10-01T00:00:00,Closed Hearing: Intelligence Matters,2009,111,Hearing,216,,8
Closed Hearing: Intelligence Matters,,2009-10-08T00:00:00,Closed Hearing: Intelligence Matters,2009,111,Hearing,216,,8
Closed Hearing: Intelligence Matters,,2009-10-15T00:00:00,Closed Hearing: Intelligence Matters,2009,111,Hearing,216,,8
Closed Hearing: Intelligence Matters,,2009-10-20T00:00:00,Closed Hearing: Intelligence Matters,2009,111,Hearing,216,,8
Closed Hearing: Intelligence Matters,,2009-10-22T00:00:00,Closed Hearing: Intelligence Matters,2009,111,Hearing,216,,8
Closed Hearing: Intelligence Matters,,2009-10-27T00:00:00,Closed Hearing: Intelligence Matters,2009,111,Hearing,216,,8
Closed Hearing: Intelligence Matters,,2009-10-29T00:00:00,Closed Hearing: Intelligence Matters,2009,111,Hearing,216,,8
Closed Hearing: Intelligence Matters,,2009-11-03T00:00:00,Closed Hearing: Intelligence Matters,2009,111,Hearing,216,,8
Closed Hearing: Intelligence Matters,,2009-11-05T00:00:00,Closed Hearing: Intelligence Matters,2009,111,Hearing,216,,8
Closed Hearing: Intelligence Matters,,2009-11-17T00:00:00,Closed Hearing: Intelligence Matters,2009,111,Hearing,216,,8
Closed Hearing: Intelligence Matters,,2009-11-19T00:00:00,Closed Hearing: Intelligence Matters,2009,111,Hearing,216,,8
Closed Hearing: Intelligence Matters,,2009-12-03T00:00:00,Closed Hearing: Intelligence Matters,2009,111,Hearing,216,,8
Closed Hearing: Intelligence Matters,,2009-12-08T00:00:00,Closed Hearing: Intelligence Matters,2009,111,Hearing,216,,8
Closed Hearing: Intelligence Matters,,2009-12-10T00:00:00,Closed Hearing: Intelligence Matters,2009,111,Hearing,216,,8
Closed Hearing: Intelligence Matters,,2009-12-15T00:00:00,Closed Hearing: Intelligence Matters,2009,111,Hearing,216,,8
Closed Hearing: Intelligence Matters,,2009-12-17T00:00:00,Closed Hearing: Intelligence Matters,2009,111,Hearing,216,,8
Closed Hearing: Intelligence Matters,,2010-01-21T00:00:00,Closed Hearing: Intelligence Matters,2010,111,Hearing,216,,8
Closed Hearing: Intelligence Matters,,2010-01-26T00:00:00,Closed Hearing: Intelligence Matters,2010,111,Hearing,216,,8
Closed Hearing: Intelligence Matters,,2010-01-28T00:00:00,Closed Hearing: Intelligence Matters,2010,111,Hearing,216,,8
Closed Hearing: Intelligence Matters,,2010-02-09T00:00:00,Closed Hearing: Intelligence Matters,2010,111,Hearing,216,,8
Closed Hearing: Intelligence Matters,,2010-02-11T00:00:00,Closed Hearing: Intelligence Matters,2010,111,Hearing,216,,8
Closed Hearing: Intelligence Matters,,2010-02-23T00:00:00,Closed Hearing: Intelligence Matters,2010,111,Hearing,216,,8
Closed Hearing: Intelligence Matters,,2010-02-25T00:00:00,Closed Hearing: Intelligence Matters,2010,111,Hearing,216,,8
Closed Hearing: Intelligence Matters,,2010-03-02T00:00:00,Closed Hearing: Intelligence Matters,2010,111,Hearing,216,,8
Closed Hearing: Intelligence Matters,,2010-03-04T00:00:00,Closed Hearing: Intelligence Matters,2010,111,Hearing,216,,8
Closed Hearing: Intelligence Matters,,2010-03-11T00:00:00,Closed Hearing: Intelligence Matters,2010,111,Hearing,216,,8
Closed Hearing: Intelligence Matters,,2010-03-18T00:00:00,Closed Hearing: Intelligence Matters,2010,111,Hearing,216,,8
Closed Hearing: Intelligence Matters,,2010-04-13T00:00:00,Closed Hearing: Intelligence Matters,2010,111,Hearing,216,,8
Closed Hearing: Intelligence Matters,,2010-04-15T00:00:00,Closed Hearing: Intelligence Matters,2010,111,Hearing,216,,8
Closed Hearing: Intelligence Matters,,2010-04-20T00:00:00,Closed Hearing: Intelligence Matters,2010,111,Hearing,216,,8
Closed Hearing: Intelligence Matters,,2010-04-22T00:00:00,Closed Hearing: Intelligence Matters,2010,111,Hearing,216,,8
Closed Hearing: Intelligence Matters,,2010-04-27T00:00:00,Closed Hearing: Intelligence Matters,2010,111,Hearing,216,,8
Closed Hearing: Intelligence Matters,,2010-04-29T00:00:00,Closed Hearing: Intelligence Matters,2010,111,Hearing,216,,8
Closed Hearing: Intelligence Matters,,2010-05-06T00:00:00,Closed Hearing: Intelligence Matters,2010,111,Hearing,216,,8
Closed Hearing: Intelligence Matters,,2010-05-11T00:00:00,Closed Hearing: Intelligence Matters,2010,111,Hearing,216,,8
Closed Hearing: Intelligence Matters,,2010-05-13T00:00:00,Closed Hearing: Intelligence Matters,2010,111,Hearing,216,,8
Closed Hearing: Intelligence Matters,,2010-05-18T00:00:00,Closed Hearing: Intelligence Matters,2010,111,Hearing,216,,8
