DATE,NAME,COMMITTEE,CATEGORY
2013-03-06,FANNIE MAE AND FREDDIE MAC: HOW GOVERNMENT HOUSING POLICY FAILED HOMEOWNERS AND TAXPAYERS AND LED TO THE FINANCIAL CRISIS,House Committee on Financial Services,Policy
2013-03-05,"NEAR-ZERO RATE, NEAR-ZERO EFFECT? IS ``UNCONVENTIONAL'' MONETARY POLICY REALLY WORKING?",House Committee on Financial Services,Policy
2013-02-27,MONETARY POLICY AND THE STATE OF THE ECONOMY,House Committee on Financial Services,Policy
2013-02-13,"BAILOUT, BUST, OR MUCH ADO ABOUT NOTHING?: A LOOK AT THE FEDERAL HOUSING ADMINISTRATION'S 2012 ACTUARIAL REPORT",House Committee on Financial Services,Policy
2013-02-06,EXAMINING THE PROPER ROLE OF THE FEDERAL HOUSING ADMINISTRATION IN OUR MORTGAGE INSURANCE MARKET,House Committee on Financial Services,Policy
2012-12-13,"EXAMINING THE IMPACT OF THE VOLCKER RULE ON MARKETS, BUSINESSES, INVESTORS AND JOB CREATION, PART II",House Committee on Financial Services,Fact Finding
2012-12-12,CHALLENGES FACING THE U.S. CAPITAL MARKETS TO EFFECTIVELY IMPLEMENT TITLE VII OF THE DODD-FRANK ACT,House Committee on Financial Services,Legislative
2012-11-29,EXAMINING THE IMPACT OF THE PROPOSED RULES TO IMPLEMENT BASEL III CAPITAL STANDARDS,House Committee on Financial Services,Policy
2012-11-29,THE FUTURE OF MONEY: DOLLARS AND SENSE,House Committee on Financial Services,Policy
2012-09-21,THE PRICE OF MONEY: CONSEQUENCES OF THE FEDERAL RESERVE'S ZERO INTEREST RATE POLICY,House Committee on Financial Services,Fact Finding
2012-09-20,THE SEMI-ANNUAL REPORT OF THE CONSUMER FINANCIAL PROTECTION BUREAU,House Committee on Financial Services,Policy
2012-09-14,HOUSING FOR HEROES: EXAMINING HOW FEDERAL PROGRAMS CAN BETTER SERVE VETERANS,House Committee on Financial Services,Policy
2012-09-13,EXAMINING THE USES OF CONSUMER CREDIT DATA,House Committee on Financial Services,Fact Finding
2012-09-11,TRIA AT TEN YEARS: THE FUTURE OF THE TERRORISM RISK INSURANCE PROGRAM,House Committee on Financial Services,Policy
2012-08-20,AN EXAMINATION OF THE CHALLENGES FACING COMMUNITY FINANCIAL INSTITUTIONS IN WEST VIRGINIA,House Committee on Financial Services,Field
2012-08-02,SOUND MONEY: PARALLEL CURRENCIES AND THE ROADMAP TO MONETARY FREEDOM,House Committee on Financial Services,Policy
2012-07-26,THE 10TH ANNIVERSARY OF THE SARBANES-OXLEY ACT,House Committee on Financial Services,Fact Finding
2012-07-25,THE ANNUAL REPORT OF THE FINANCIAL STABILITY OVERSIGHT COUNCIL,House Committee on Financial Services,Policy
2012-07-24,"EXAMINING CONSUMER CREDIT ACCESS CONCERNS, NEW PRODUCTS, AND FEDERAL REGULATIONS",House Committee on Financial Services,Fact Finding
2012-07-24,"THE IMPACT OF DODD-FRANK'S INSURANCE REGULATIONS ON CONSUMERS, JOB CREATORS, AND THE ECONOMY",House Committee on Financial Services,Fact Finding
2012-07-20,THE IMPACT OF THE DODD-FRANK ACT ON MUNICIPAL FINANCE,House Committee on Financial Services,Fact Finding
2012-07-19,THE IMPACT OF DODD-FRANK ON CONSUMER CHOICE AND ACCESS TO CREDIT,House Committee on Financial Services,Fact Finding
2012-07-19,"WHO'S IN YOUR WALLET? DODD-FRANK'S IMPACT ON FAMILIES, COMMUNITIES, AND SMALL BUSINESSES",House Committee on Financial Services,Policy
2012-07-18,MONETARY POLICY AND THE STATE OF THE ECONOMY,House Committee on Financial Services,Policy
2012-07-11,THE IMPACT OF DODD-FRANK'S HOME MORTGAGE REFORMS: CONSUMER AND MARKET PERSPECTIVES,House Committee on Financial Services,Fact Finding
2012-07-10,"THE IMPACT OF DODD-FRANK ON CUSTOMERS, CREDIT, AND JOB CREATORS",House Committee on Financial Services,Fact Finding
2012-06-29,THE FUTURE OF MONEY: WHERE DO MOBILE PAYMENTS FIT IN THE CURRENT REGULATORY STRUCTURE?,House Committee on Financial Services,Fact Finding
2012-06-28,APPRAISAL OVERSIGHT: THE REGULATORY IMPACT ON CONSUMERS AND BUSINESSES,House Committee on Financial Services,Policy
2012-06-28,FRACTIONAL RESERVE BANKING AND THE FEDERAL RESERVE: THE ECONOMIC CONSEQUENCES OF HIGH-POWERED MONEY,House Committee on Financial Services,Fact Finding
2012-06-21,SAFE AND FAIR SUPERVISION OF MONEY SERVICES BUSINESSES,House Committee on Financial Services,Legislative
2012-06-20,"MARKET STRUCTURE: ENSURING ORDERLY, EFFICIENT, INNOVATIVE, AND COMPETITIVE MARKETS FOR ISSUERS AND INVESTORS",House Committee on Financial Services,Fact Finding
2012-06-20,MORTGAGE DISCLOSURES: HOW DO WE CUT RED TAPE FOR CONSUMERS AND SMALL BUSINESSES?,House Committee on Financial Services,Policy
2012-06-19,EXAMINING BANK SUPERVISION AND RISK MANAGEMENT IN LIGHT OF JPMORGAN CHASE'S TRADING LOSS,House Committee on Financial Services,Policy
2012-06-07,INVESTOR PROTECTION: THE NEED TO PROTECT INVESTORS FROM THE GOVERNMENT,House Committee on Financial Services,Fact Finding
2012-06-07,OVERSIGHT OF THE FEDERAL HOUSING ADMINISTRATION'S MULTIFAMILY INSURANCE PROGRAMS,House Committee on Financial Services,Policy
2012-06-06,AN EXAMINATION OF THE FEDERAL RESERVE'S FINAL RULE ON THE CARD ACT'S ``ABILITY TO REPAY'' REQUIREMENT,House Committee on Financial Services,Legislative
2012-06-06,"H.R. 4624, THE INVESTMENT ADVISER OVERSIGHT ACT OF 2012",House Committee on Financial Services,Legislative
2012-06-01,CYBER THREATS TO CAPITAL MARKETS AND CORPORATE ACCOUNTS,House Committee on Financial Services,Fact Finding
2012-05-18,THE IMPACT OF THE DODD-FRANK ACT: UNDERSTANDING HEIGHTENED REGULATORY CAPITAL REQUIREMENTS,House Committee on Financial Services,Legislative
2012-05-17,EXAMINING THE SETTLEMENT PRACTICES OF U.S. FINANCIAL REGULATORS,House Committee on Financial Services,Private Sector Oversight
2012-05-17,U.S. INSURANCE SECTOR: INTERNATIONAL COMPETITIVENESS AND JOBS,House Committee on Financial Services,Fact Finding
2012-05-16,INCREASING MARKET ACCESS FOR U.S. FINANCIAL FIRMS IN CHINA: UPDATE ON PROGRESS OF THE STRATEGIC & ECONOMIC DIALOGUE,House Committee on Financial Services,Fact Finding
2012-05-16,OVERSIGHT OF THE FEDERAL DEPOSIT INSURANCE CORPORATION'S STRUCTURED TRANSACTION PROGRAM,House Committee on Financial Services,Policy
2012-05-16,THE IMPACT OF THE DODD-FRANK ACT: WHAT IT MEANS TO BE A SYSTEMICALLY IMPORTANT FINANCIAL INSTITUTION,House Committee on Financial Services,Fact Finding
2012-05-10,THE COSTS AND CONSEQUENCES OF DODD-FRANK SECTION 1502: IMPACTS ON AMERICA AND THE CONGO,House Committee on Financial Services,Fact Finding
2012-05-09,OVERSIGHT OF THE FEDERAL HOUSING ADMINISTRATION'S REVERSE MORTGAGE PROGRAM FOR SENIORS,House Committee on Financial Services,Policy
2012-05-09,RISING REGULATORY COMPLIANCE COSTS AND THEIR IMPACT ON THE HEALTH OF SMALL FINANCIAL INSTITUTIONS,House Committee on Financial Services,Fact Finding
2012-05-08,IMPROVING THE FEDERAL RESERVE SYSTEM: EXAMINING LEGISLATION TO REFORM THE FED AND OTHER ALTERNATIVES,House Committee on Financial Services,Legislative
2012-05-07,AN EXAMINATION OF THE FEDERAL HOUSING FINANCE AGENCY'S REAL ESTATE OWNED (REO) PILOT PROGRAM,House Committee on Financial Services,Meeting/Markup
2012-04-25,OVERSIGHT OF THE U.S. SECURITIES AND EXCHANGE COMMISSION,House Committee on Financial Services,Policy
2012-04-19,BUDGET HEARING--THE OFFICE OF FINANCIAL RESEARCH,House Committee on Financial Services,Policy
2012-04-17,THE FUTURE OF MONEY: COINAGE PRODUCTION,House Committee on Financial Services,Fact Finding
2012-04-16,AN EXAMINATION OF THE CHALLENGES FACING COMMUNITY FINANCIAL INSTITUTIONS IN OHIO,House Committee on Financial Services,Field
2012-04-14,THE IMPACT OF OVERHEAD HIGH VOLTAGE TRANSMISSION TOWERS AND LINES ON ELIGIBILITY FOR FEDERAL HOUSING ADMINISTRATION (FHA) INSURED MORTGAGE PROGRAMS,House Committee on Financial Services,Policy
2012-03-29,THE SEMI-ANNUAL REPORT OF THE CONSUMER FINANCIAL PROTECTION BUREAU,House Committee on Financial Services,Policy
2012-03-28,"ACCOUNTING AND AUDITING OVERSIGHT: PENDING PROPOSALS AND EMERGING ISSUES CONFRONTING REGULATORS, STANDARD SETTERS, AND THE ECONOMY",House Committee on Financial Services,Policy
2012-03-28,"THE COLLAPSE OF MF GLOBAL, PART 3",House Committee on Financial Services,Private Sector Oversight
2012-03-27,FEDERAL RESERVE AID TO THE EUROZONE: ITS IMPACT ON THE U.S. AND THE DOLLAR,House Committee on Financial Services,Fact Finding
2012-03-22,THE FUTURE OF MONEY: HOW MOBILE PAYMENTS COULD CHANGE FINANCIAL SERVICES,House Committee on Financial Services,Fact Finding
2012-03-21,"H.R. __, THE SWAP DATA REPOSITORY AND CLEARINGHOUSE INDEMNIFICATION CORRECTION ACT OF 2012",House Committee on Financial Services,Legislative
2012-03-20,HEARING TO RECEIVE THE ANNUAL TESTIMONY OF THE SECRETARY OF THE TREASURY ON THE STATE OF THE INTERNATIONAL FINANCIAL SYSTEM,House Committee on Financial Services,Fact Finding
2012-03-15,AN EXAMINATION OF POTENTIAL PRIVATE SECTOR SOLUTIONS TO MITIGATE FORECLOSURES IN NEVADA,House Committee on Financial Services,Fact Finding
2012-03-14,AN EXAMINATION OF THE CHALLENGES FACING COMMUNITY FINANCIAL INSTITUTIONS IN TEXAS,House Committee on Financial Services,Fact Finding
2012-03-07,"THE SECURITIES INVESTOR PROTECTION CORPORATION: PAST, PRESENT, AND FUTURE",House Committee on Financial Services,Private Sector Oversight
2012-03-01,UNDERSTANDING THE EFFECTS OF THE REPEAL OF REGULATION Q ON FINANCIAL INSTITUTIONS AND SMALL BUSINESSES,House Committee on Financial Services,Fact Finding
2012-02-29,MONETARY POLICY AND THE STATE OF THE ECONOMY,House Committee on Financial Services,Policy
2012-02-28,OVERSIGHT OF THE DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,House Committee on Financial Services,Policy
2012-02-15,BUDGET HEARING,House Committee on Financial Services,Legislative
2012-02-08,LEGISLATIVE PROPOSALS TO PROMOTE ACCOUNTABILITY AND TRANSPARENCY AT THE CONSUMER FINANCIAL PROTECTION BUREAU,House Committee on Financial Services,Legislative
2012-02-08,LIMITING THE EXTRATERRITORIAL IMPACT OF TITLE VII OF THE DODD-FRANK ACT,House Committee on Financial Services,Legislative
2012-02-02,"THE COLLAPSE OF MF GLOBAL, PART 2",House Committee on Financial Services,Private Sector Oversight
2012-02-01,H.R. 3461: THE FINANCIAL INSTITUTIONS EXAMINATION FAIRNESS AND REFORM ACT,House Committee on Financial Services,Legislative
2012-02-01,IMPLEMENTATION OF THE MANUFACTURED HOUSING IMPROVEMENT ACT OF 2000,House Committee on Financial Services,Policy
2012-01-18,"EXAMINING THE IMPACT OF THE VOLCKER RULE ON MARKETS, BUSINESSES, INVESTORS, AND JOB CREATION",House Committee on Financial Services,Fact Finding
2011-12-15,"H.R. 3606, THE REOPENING AMERICAN CAPITAL MARKETS TO EMERGING GROWTH COMPANIES ACT OF 2011",House Committee on Financial Services,Legislative
2011-12-15,"THE COLLAPSE OF MF GLOBAL, PART 1",House Committee on Financial Services,Private Sector Oversight
2011-12-15,THE HOMELESS CHILDREN AND YOUTH ACT OF 2011: PROPOSALS TO PROMOTE ECONOMIC INDEPENDENCE FOR HOMELESS CHILDREN AND YOUTH,House Committee on Financial Services,Fact Finding
2011-12-07,"H.R. ll, THE PRIVATE MORTGAGE MARKET INVESTMENT ACT, PART 2",House Committee on Financial Services,Fact Finding
2011-12-06,"H.R. 1148, THE STOP TRADING ON CONGRESSIONAL KNOWLEDGE ACT",House Committee on Financial Services,Policy
2011-12-05,"REGULATORY REFORM: EXAMINING HOW NEW REGULATIONS ARE IMPACTING FINANCIAL INSTITUTIONS, SMALL BUSINESSES, AND CONSUMERS IN ILLINOIS",House Committee on Financial Services,Fact Finding
2011-12-01,OVERSIGHT OF THE FEDERAL HOUSING FINANCE AGENCY,House Committee on Financial Services,Agency Conduct
2011-12-01,PERSPECTIVES ON THE HEALTH OF THE FHA SINGLE-FAMILY INSURANCE FUND,House Committee on Financial Services,Fact Finding
2011-11-29,THE STATE OF MANUFACTURED HOUSING,House Committee on Financial Services,Field
2011-11-16,"H.R. 1697, THE COMMUNITIES FIRST ACT",House Committee on Financial Services,Legislative
2011-11-16,INSURANCE OVERSIGHT AND LEGISLATIVE PROPOSALS,House Committee on Financial Services,Legislative
2011-11-03,"H.R., THE PRIVATE MORTGAGE MARKET INVESTMENT ACT, PART 1",House Committee on Financial Services,Legislative
2011-11-03,THE OBAMA ADMINISTRATIONâ€™S RENTAL ASSISTANCE DEMONSTRATION PROPOSAL,House Committee on Financial Services,Policy
2011-11-02,FRAUD IN THE HUD HOME PROGRAM,House Committee on Financial Services,Policy
2011-11-02,THE CONSUMER FINANCIAL PROTECTION BUREAU: THE FIRST 100 DAYS,House Committee on Financial Services,Fact Finding
2011-10-31,"REGULATORY REFORM: EXAMINING HOW NEW REGULATIONS ARE IMPACTING FINANCIAL INSTITUTIONS, SMALL BUSINESSES, AND CONSUMERS",House Committee on Financial Services,Fact Finding
2011-10-27,PROPOSED REGULATIONS TO REQUIRE REPORTING OF NONRESIDENT ALIEN DEPOSIT INTEREST INCOME,House Committee on Financial Services,Legislative
2011-10-25,"INSURANCE OVERSIGHT: POLICY IMPLICATIONS FOR U.S. CONSUMERS, BUSINESSES, AND JOBS, PART 2",House Committee on Financial Services,Policy
2011-10-25,THE EUROZONE CRISIS AND IMPLICATIONS FOR THE UNITED STATES,House Committee on Financial Services,Fact Finding
2011-10-14,LEGISLATIVE PROPOSALS TO BRING CERTAINTY TO THE OVER-THE-COUNTER DERIVATIVES MARKET,House Committee on Financial Services,Legislative
2011-10-13,THE SECTION 8 SAVINGS ACT OF 2011: PROPOSALS TO PROMOTE ECONOMIC INDEPENDENCE FOR ASSISTED FAMILIES,House Committee on Financial Services,Legislative
2011-10-13,"THE U.S. HOUSING FINANCE SYSTEM IN THE GLOBAL CONTEXT: STRUCTURE, CAPITAL SOURCES, AND HOUSING DYNAMICS",House Committee on Financial Services,Fact Finding
2011-10-12,H.R. 1418: THE SMALL BUSINESS LENDING ENHANCEMENT ACT OF 2011,House Committee on Financial Services,Legislative
2011-10-12,OVERSIGHT OF THE FEDERAL HOME LOAN BANK SYSTEM,House Committee on Financial Services,Policy
2011-10-06,THE ANNUAL REPORT OF THE FINANCIAL STABILITY OVERSIGHT COUNCIL,House Committee on Financial Services,Policy
2011-10-06,THE OBAMA ADMINISTRATION'S RESPONSE TO THE HOUSING CRISIS,House Committee on Financial Services,Policy
2011-10-04,"AUDIT THE FED: DODD-FRANK, QE3, AND FEDERAL RESERVE TRANSPARENCY",House Committee on Financial Services,Fact Finding
2011-10-04,THE WORLD BANK AND MULTILATERAL DEVELOPMENT BANKS' AUTHORIZATION,House Committee on Financial Services,Fact Finding
2011-09-22,AN EXAMINATION OF THE AVAILABILITY OF CREDIT FOR CONSUMERS,House Committee on Financial Services,Fact Finding
2011-09-22,POTENTIAL CONFLICTS OF INTEREST AT THE SEC: THE BECKER CASE,House Committee on Financial Services,Policy
2011-09-21,LEGISLATIVE PROPOSALS TO FACILITATE SMALL BUSINESS CAPITAL FORMATION AND JOB CREATION,House Committee on Financial Services,Legislative
2011-09-21,THE IMPACT OF THE WORLD BANK AND MULTILATERAL DEVELOPMENT BANKS ON NATIONAL SECURITY,House Committee on Financial Services,Fact Finding
2011-09-15,FIXING THE WATCHDOG: LEGISLATIVE PROPOSALS TO IMPROVE AND ENHANCE THE SECURITIES AND EXCHANGE COMMISSION,House Committee on Financial Services,Legislative
2011-09-14,CYBERSECURITY: THREATS TO THE FINANCIAL SECTOR,House Committee on Financial Services,Fact Finding
2011-09-14,HUD AND NEIGHBORWORKS HOUSING COUNSELING OVERSIGHT,House Committee on Financial Services,Policy
2011-09-13,ENSURING APPROPRIATE REGULATORY OVERSIGHT OF BROKER-DEALERS AND LEGISLATIVE PROPOSALS TO IMPROVE INVESTMENT ADVISER OVERSIGHT,House Committee on Financial Services,Legislative
2011-09-13,ROAD MAP TO SOUND MONEY: A LEGISLATIVE HEARING ON H.R. 1098 AND RESTORING THE DOLLAR,House Committee on Financial Services,Legislative
2011-09-08,"LEGISLATIVE PROPOSALS TO DETERMINE THE FUTURE ROLE OF FHA, RHS, AND GNMA IN THE SINGLE- AND MULTI-FAMILY MORTGAGE MARKETS, PART 2",House Committee on Financial Services,Legislative
2011-09-07,FACILITATING CONTINUED INVESTOR DEMAND IN THE U.S. MORTGAGE MARKET WITHOUT A GOVERNMENT GUARANTEE,House Committee on Financial Services,Fact Finding
2011-08-16,POTENTIAL MIXED MESSAGES: IS GUIDANCE FROM WASHINGTON BEING IMPLEMENTED BY FEDERAL BANK EXAMINERS?,House Committee on Financial Services,Fact Finding
2011-07-28,"INSURANCE OVERSIGHT: POLICY IMPLICATIONS FOR U.S. CONSUMERS, BUSINESSES, AND JOBS",House Committee on Financial Services,Policy
2011-07-27,OVERSIGHT OF THE CREDIT RATING AGENCIES POST-DODD-FRANK,House Committee on Financial Services,Policy
2011-07-27,THE IMPACT OF THE WORLD BANK AND MULTILATERAL DEVELOPMENT BANKS ON U.S. JOB CREATION,House Committee on Financial Services,Fact Finding
2011-07-26,EXAMINING RENTAL PURCHASE AGREEMENTS AND THE POTENTIAL ROLE FOR FEDERAL REGULATION,House Committee on Financial Services,Fact Finding
2011-07-26,"IMPACT OF MONETARY POLICY ON THE ECONOMY: A REGIONAL FED PERSPECTIVE ON INFLATION, UNEMPLOYMENT, AND QE3",House Committee on Financial Services,Fact Finding
2011-07-14,OVERSIGHT OF THE OFFICE OF FINANCIAL RESEARCH AND THE FINANCIAL STABILITY OVERSIGHT COUNCIL,House Committee on Financial Services,Policy
2011-07-13,MONETARY POLICY AND THE STATE OF THE ECONOMY,House Committee on Financial Services,Policy
2011-07-13,MORTGAGE ORIGINATION: THE IMPACT OF RECENT CHANGES ON HOMEOWNERS AND BUSINESSES,House Committee on Financial Services,Fact Finding
2011-07-08,LEGISLATIVE PROPOSALS REGARDING BANK EXAMINATION PRACTICES,House Committee on Financial Services,Legislative
2011-07-07,MORTGAGE SERVICING: AN EXAMINATION OF THE ROLE OF FEDERAL REGULATORS IN SETTLEMENT NEGOTIATIONS AND THE FUTURE OF MORTGAGE SERVICING STANDARDS,House Committee on Financial Services,Agency Conduct
2011-06-29,HACKED OFF: HELPING LAW ENFORCEMENT PROTECT PRIVATE FINANCIAL INFORMATION,House Committee on Financial Services,Policy
2011-06-24,OVERSIGHT OF THE MUTUAL FUND INDUSTRY: ENSURING MARKET STABILITY AND INVESTOR CONFIDENCE,House Committee on Financial Services,Fact Finding
2011-06-23,"INVESTIGATING THE GOLD: H.R. 1495, THE GOLD RESERVE TRANSPARENCY ACT OF 2011 AND THE OVERSIGHT OF UNITED STATES GOLD HOLDINGS",House Committee on Financial Services,Agency Conduct
2011-06-23,LEGISLATIVE PROPOSALS TO REFORM THE HOUSING CHOICE VOUCHER PROGRAM,House Committee on Financial Services,Legislative
2011-06-16,FINANCIAL REGULATORY REFORM: THE INTERNATIONAL CONTEXT,House Committee on Financial Services,Policy
2011-06-14,DOES THE DODD-FRANK ACT END ``TOO BIG TO FAIL?'',House Committee on Financial Services,Fact Finding
2011-06-14,THE ROLE OF THE U.S. IN THE WORLD BANK AND MULTILATERAL DEVELOPMENT BANKS: BANK OVERSIGHT AND REQUESTED CAPITAL INCREASES,House Committee on Financial Services,Fact Finding
2011-06-03,OVERSIGHT OF HUD'S HOME PROGRAM,House Committee on Financial Services,Policy
2011-06-01,"FEDERAL RESERVE LENDING DISCLOSURE: FOIA, DODD-FRANK, AND THE DATA DUMP",House Committee on Financial Services,Fact Finding
2011-05-26,FDIC OVERSIGHT: EXAMINING AND EVALUATING THE ROLE OF THE REGULATOR DURING THE FINANCIAL CRISIS AND TODAY,House Committee on Financial Services,Policy
2011-05-25,"TRANSPARENCY, TRANSITION, AND TAXPAYER PROTECTION: MORE STEPS TO END THE GSE BAILOUT",House Committee on Financial Services,Policy
2011-05-24,LEGISLATIVE PROPOSALS ON SECURING AMERICAN JOBS THROUGH EXPORTS: EXPORT-IMPORT BANK REAUTHORIZATION,House Committee on Financial Services,Legislative
2011-05-13,THE STANFORD PONZI SCHEME: LESSONS FOR PROTECTING INVESTORS FROM THE NEXT SECURITIES FRAUD,House Committee on Financial Services,Agency Conduct
2011-05-11,LEGISLATIVE PROPOSALS TO ADDRESS THE NEGATIVE CONSEQUENCES OF THE DODD-FRANK WHISTLEBLOWER PROVISIONS,House Committee on Financial Services,Legislative
2011-05-11,MONETARY POLICY AND THE DEBT CEILING: EXAMINING THE RELATIONSHIP BETWEEN THE FEDERAL RESERVE AND GOVERNMENT DEBT,House Committee on Financial Services,Fact Finding
2011-04-14,OVERSIGHT OF THE FINANCIAL STABILITY OVERSIGHT COUNCIL,House Committee on Financial Services,Agency Conduct
2011-04-14,UNDERSTANDING THE IMPLICATIONS AND CONSEQUENCES OF THE PROPOSED RULE ON RISK RETENTION,House Committee on Financial Services,Fact Finding
2011-04-07,"BULLION COIN PROGRAMS OF THE UNITED STATES MINT: CAN
THEY BE IMPROVED?",House Committee on Financial Services,Fact Finding
2011-04-06,LEGISLATIVE PROPOSALS TO IMPROVE THE STRUCTURE OF THE CONSUMER FINANCIAL PROTECTION BUREAU,House Committee on Financial Services,Legislative
2011-03-31,LEGISLATIVE HEARING ON IMMEDIATE STEPS TO PROTECT TAXPAYERS FROM THE ONGOING BAILOUT OF FANNIE MAE AND FREDDIE MAC,House Committee on Financial Services,Legislative
2011-03-30,THE COSTS OF IMPLEMENTING THE DODD-FRANK ACT: BUDGETARY AND ECONOMIC,House Committee on Financial Services,Policy
